pass.fname,pass.lname,pass.dob,pass.age,pass.gender,pass.status,home.address,home.city,home.prov,home.country,emerg.contact.fname,emerg.contact.lname,emerg.contact.relationship,emerg.contact.phone,board.date,board.location
Anna,Brown,1998-04-02,26,Female,Gold,"1132 Hayes Canyon Avenue, Toronto, Ontario, R1N1S2, Canada",Toronto,ON,Canada,Jasmine,Watson,Other,(477) 434-9021,2025-02-10,"Halifax, NS"
Jason,Brown,2000-04-01,24,Male,Gold,"1132 Hayes Canyon Avenue, Toronto, Ontario, R1N1S2, Canada",Toronto,ON,Canada,Jasmine,Watson,Other,(477) 434-9021,2025-02-10,"Halifax, NS"
Stephen,Perez,1936-07-11,88,Male,Silver,"2903 Schwartz Manors Avenue, Steinbach, Manitoba, T1B4N1, Canada",Steinbach,MB,Canada,William,Graham,Relative,(116) 868-5487,2025-02-10,"Halifax, NS"
Ruth,Buchanan,1990-05-01,34,Female,Silver,"9439 Rachel Point Court, Sherbrooke, Quebec, B7R2A8, Canada",Sherbrooke,QC,Canada,Ben,Heartly,Other,(054) 447-1324,2025-02-10,"Halifax, NS"
Cody,Buchanan,1985-01-23,40,Male,Silver,"9439 Rachel Point Court, Sherbrooke, Quebec, B7R2A8, Canada",Sherbrooke,QC,Canada,Ben,Heartly,Other,(054) 447-1324,2025-02-10,"Halifax, NS"
Nathan,Cooper,1955-10-11,69,Male,Gold,"3382 Tammy Gateway Road, Montreal, Quebec, N2B1G1, Canada",Montreal,QC,Canada,Courtney,Franklin,Relative,(743) 748-9691,2025-02-10,"Halifax, NS"
Diana,Hoffman,1948-02-16,76,Female,Gold,"6833 Jeffrey Ports Street, Hamilton, Ontario, E7V8C3, Canada",Hamilton,ON,Canada,Jonathan,Phillips,Relative,(353) 875-8428,2025-02-10,"Halifax, NS"
Aimee,Chang,1998-02-01,27,Female,Silver,"7479 Mckinney Plains Drive, Hamilton, Ontario, R8T7Y1, Canada",Hamilton,ON,Canada,Nicole,Schmidt,Other,(033) 542-1689,2025-02-10,"Halifax, NS"
Kevin,Edwards,1999-12-11,25,Male,Silver,"7479 Mckinney Plains Drive, Hamilton, Ontario, R8T7Y1, Canada",Hamilton,ON,Canada,Nicole,Schmidt,Other,(033) 542-1689,2025-02-10,"Halifax, NS"
Aimee,Conway,1946-07-29,78,Female,Gold,"2748 Robertson Fields Drive, Regina, Saskatchewan, H9J9P1, Canada",Regina,SK,Canada,Debra,Quinn,Relative,(667) 467-6212,2025-02-10,"Halifax, NS"
Kenneth,Conway,1944-07-30,80,Male,Gold,"2748 Robertson Fields Drive, Regina, Saskatchewan, H9J9P1, Canada",Regina,SK,Canada,Debra,Quinn,Relative,(667) 467-6212,2025-02-10,"Halifax, NS"
Harriet,Mcclain,1979-06-21,45,Female,Silver,"8360 Larson Shores Boulevard, Quebec City, Quebec, K4Y3Y8, Canada",Quebec City,QC,Canada,Angela,Wallace,Relative,(717) 751-7016,2025-02-10,"Halifax, NS"
Gary,Mcclain,1980-08-21,44,Male,Silver,"8360 Larson Shores Boulevard, Quebec City, Quebec, K4Y3Y8, Canada",Quebec City,QC,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Jacob,Andrade,1974-09-14,50,Male,Silver,"1349 Barnes Inlet Lane, Quebec City, Quebec, X3B8B8, Canada",Quebec City,QC,Canada,Gregory,Chambers,Relative,(515) 879-9684,2025-02-10,"Halifax, NS"
Michaela,Andrade,1976-09-13,48,Female,Silver,"1349 Barnes Inlet Lane, Quebec City, Quebec, X3B8B8, Canada",Quebec City,QC,Canada,Gregory,Chambers,Relative,(515) 879-9684,2025-02-10,"Halifax, NS"
Denise,Rodriguez,1991-10-18,33,Female,Gold,"2167 Frank Rapids Boulevard, Laval, Quebec, R3S6N3, Canada",Laval,QC,Canada,Ashley,Parrish,Other,(384) 066-6580,2025-02-10,"Halifax, NS"
Matthew,Rodriguez,1987-10-19,37,Male,Gold,"2167 Frank Rapids Boulevard, Laval, Quebec, R3S6N3, Canada",Laval,QC,Canada,Ashley,Parrish,Other,(384) 066-6580,2025-02-10,"Halifax, NS"
Joseph,Greer,1977-09-29,47,Male,Silver,"1261 Baker Shores Road, Montreal, Quebec, N9V4S2, Canada",Montreal,QC,Canada,Jeffrey,Hawkins,Relative,(294) 057-2025,2025-02-10,"Halifax, NS"
Diana,Greer,1981-07-28,43,Female,Silver,"1261 Baker Shores Road, Montreal, Quebec, N9V4S2, Canada",Montreal,QC,Canada,Jeffrey,Hawkins,Relative,(294) 057-2025,2025-02-10,"Halifax, NS"
Heather,Greer,2009-11-11,15,Female,Silver,"1261 Baker Shores Road, Montreal, Quebec, N9V4S2, Canada",Montreal,QC,Canada,Jeffrey,Hawkins,Relative,(294) 057-2025,2025-02-10,"Halifax, NS"
Paul,Phillips,1951-04-16,73,Male,Gold,"4330 Stephanie Tunnel Lane, Quebec City, Quebec, T2K4A7, Canada",Quebec City,QC,Canada,Christopher,King,Other,(934) 667-6650,2025-02-10,"Halifax, NS"
Justine,Phillips,1952-04-04,72,Female,Gold,"4330 Stephanie Tunnel Lane, Quebec City, Quebec, T2K4A7, Canada",Quebec City,QC,Canada,Christopher,King,Other,(934) 667-6650,2025-02-10,"Halifax, NS"
Richard,Arroyo,1955-08-02,69,Male,Silver,"1979 Meagan Valleys Street, Toronto, Ontario, K3A8R5, Canada",Toronto,ON,Canada,Leslie,Lynn,Relative,(491) 357-7594,2025-02-10,"Halifax, NS"
Tina,Keith,1960-11-15,64,Female,Silver,"2321 Brandon Brooks Terrace, Ottawa, Ontario, C2K 7E6, Canada",Ottawa,ON,Canada,Stephen,Gonzales,Relative,(184) 322-2591,2025-02-10,"Halifax, NS"
Christopher,Keith,1963-11-15,61,Male,Silver,"2321 Brandon Brooks Terrace, Ottawa, Ontario, C2K 7E6, Canada",Ottawa,ON,Canada,Stephen,Gonzales,Relative,(184) 322-2591,2025-02-10,"Halifax, NS"
Ashley,Olson,1966-07-11,58,Female,Gold,"104 Dyer Walk Court, Kelowna, British Columbia, Y4A 5A3, Canada",Kelowna,BC,Canada,Linda,Elliott,Relative,(413) 797-7236,2025-02-10,"Halifax, NS"
Edgar,Olson,1961-07-12,63,Male,Gold,"104 Dyer Walk Court, Kelowna, British Columbia, Y4A 5A3, Canada",Kelowna,BC,Canada,Linda,Elliott,Relative,(413) 797-7236,2025-02-10,"Halifax, NS"
Tyler,Hanson,1954-03-08,70,Male,Silver,"1242 Avery Junctions Boulevard, Hamilton, Ontario, G1P1M5, Canada",Hamilton,ON,Canada,Lucas,Williams,Relative,(811) 729-8068,2025-02-10,"Halifax, NS"
William,Wolfe,1987-12-01,37,Male,Silver,"5406 Neil Villages Court, Moose Jaw, Saskatchewan, V9C 8J8, Canada",Moose Jaw,SK,Canada,Jennifer,Rodriguez,Relative,(959) 463-6887,2025-02-10,"Halifax, NS"
Andrea,Wolfe,1990-11-30,34,Female,Silver,"5406 Neil Villages Court, Moose Jaw, Saskatchewan, V9C 8J8, Canada",Moose Jaw,SK,Canada,Jennifer,Rodriguez,Relative,(959) 463-6887,2025-02-10,"Halifax, NS"
Steve,Smith,1980-01-26,45,Male,Silver,"451 Obrien Crest Court, Laval, Quebec, H9M5A6, Canada",Laval,QC,Canada,Brandon,Mitchell,Relative,(955) 439-3769,2025-02-10,"Halifax, NS"
Alyssa,Smith,1976-01-27,49,Female,Silver,"451 Obrien Crest Court, Laval, Quebec, H9M5A6, Canada",Laval,QC,Canada,Brandon,Mitchell,Relative,(955) 439-3769,2025-02-10,"Halifax, NS"
Stephanie,Shannon,1977-06-19,47,Female,Silver,"7845 Hamilton Ford Crescent, Calgary, Alberta, Y7L6T6, Canada",Calgary,AB,Canada,Scott,Rubio,Relative,(947) 284-6392,2025-02-10,"Halifax, NS"
Benjamin,Shannon,1975-06-20,49,Male,Silver,"7845 Hamilton Ford Crescent, Calgary, Alberta, Y7L6T6, Canada",Calgary,AB,Canada,Scott,Rubio,Relative,(947) 284-6392,2025-02-10,"Halifax, NS"
Steven,Taylor,1962-10-20,62,Male,Silver,"789 Robin Manor Avenue, Surrey, British Columbia, L5M1P7, Canada",Surrey,BC,Canada,Mark,Cole,Other,(450) 615-9399,2025-02-10,"Halifax, NS"
Georgina,Taylor,1963-10-20,61,Female,Silver,"789 Robin Manor Avenue, Surrey, British Columbia, L5M1P7, Canada",Surrey,BC,Canada,Mark,Cole,Other,(450) 615-9399,2025-02-10,"Halifax, NS"
Bobby,Price,1983-04-21,41,Male,Gold,"6643 Joseph Landing Terrace, London, Ontario, J3R3T5, Canada",London,ON,Canada,Christian,Booker,Relative,(214) 427-0312,2025-02-10,"Halifax, NS"
Danielle,Price,1978-04-22,46,Female,Gold,"6643 Joseph Landing Terrace, London, Ontario, J3R3T5, Canada",London,ON,Canada,Christian,Booker,Relative,(214) 427-0312,2025-02-10,"Halifax, NS"
Diana,Floyd,1981-01-27,44,Female,Silver,"136 Hill Light Street, Kingston, Ontario, S8C2M1, Canada",Kingston,ON,Canada,Zachary,Gonzalez,Relative,(645) 208-8147,2025-02-10,"Halifax, NS"
Cassandra,Floyd,1984-01-27,41,Female,Silver,"136 Hill Light Street, Kingston, Ontario, S8C2M1, Canada",Kingston,ON,Canada,Zachary,Gonzalez,Relative,(645) 208-8147,2025-02-10,"Halifax, NS"
William,Quinn,1961-12-22,63,Male,Silver,"8851 Mercado Oval Lane, Hamilton, Ontario, C2B 6A6, Canada",Hamilton,ON,Canada,NA,NA,NA,NA,2025-02-10,"Halifax, NS"
Lisa,Richardson,1963-12-22,61,Female,Silver,"8851 Mercado Oval Lane, Hamilton, Ontario, C2B 6A6, Canada",Hamilton,ON,Canada,Dennis,Richardson,Relative,(862) 095-9351,2025-02-10,"Halifax, NS"
Thomas,Colon,1985-11-24,39,Male,Silver,"8983 Bennett Oval Lane, Laval, Quebec, M5B3E4, Canada",Laval,QC,Canada,Kristin,Reese,Relative,(228) 685-2897,2025-02-10,"Halifax, NS"
Gloria,Colon,1990-06-25,34,Female,Silver,"8983 Bennett Oval Lane, Laval, Quebec, M5B3E4, Canada",Laval,QC,Canada,Kristin,Reese,Relative,(228) 685-2897,2025-02-10,"Halifax, NS"
Diana,Lee,1951-02-05,74,Female,Silver,"7311 Ferrell Pass Street, Nanaimo, British Columbia, P7G 4E9, Canada",Nanaimo,BC,Canada,Sheila,Wilkins,Relative,(514) 770-5383,2025-02-10,"Halifax, NS"
Andrew,Clark,1966-04-09,58,Male,Silver,"2392 Elizabeth Flats Lane, Toronto, Ontario, M6L8L6, Canada",Toronto,ON,Canada,Samantha,Walsh,Relative,(220) 994-9993,2025-02-10,"Halifax, NS"
James,Mcdaniel,1958-04-03,66,Male,Silver,"3148 Tony Neck Lane, Red Deer, Alberta, N1K 5K5, Canada",Red Deer,AB,Canada,Victoria,Camacho,Other,(609) 656-9998,2025-02-10,"Halifax, NS"
Chelsea,Mcdaniel,1959-04-03,65,Female,Silver,"3148 Tony Neck Lane, Red Deer, Alberta, N1K 5K5, Canada",Red Deer,AB,Canada,Victoria,Camacho,Other,(609) 656-9998,2025-02-10,"Halifax, NS"
Timothy,Bryant,1980-07-17,44,Male,Silver,"7017 Jennifer Plains Lane, Steinbach, Manitoba, T2G 6M8, Canada",Steinbach,MB,Canada,Melissa,Mckee,Relative,(129) 826-6570,2025-02-10,"Halifax, NS"
Sarah,Bryant,1975-07-19,49,Female,Silver,"7017 Jennifer Plains Lane, Steinbach, Manitoba, T2G 6M8, Canada",Steinbach,MB,Canada,Melissa,Mckee,Relative,(129) 826-6570,2025-02-10,"Halifax, NS"
Kathryn,Ortiz,1993-01-01,32,Female,Silver,"1302 Rose Manor Drive, Brandon, Manitoba, J1C 7B4, Canada",Brandon,MB,Canada,Xavier,Martin,Relative,(279) 501-4556,2025-02-10,"Halifax, NS"
Dominic,Bridges,1978-01-11,47,Male,Silver,"3821 Hopkins Street Drive, Sydney, Nova Scotia, P4M 6Y7, Canada",Sydney,NS,Canada,Kathleen,Daniel,Relative,(430) 107-1396,2025-02-10,"Halifax, NS"
Jeffrey,Bridges,1964-01-09,61,Male,Silver,"3821 Hopkins Street Drive, Sydney, Nova Scotia, P4M 6Y7, Canada",Sydney,NS,Canada,Kathleen,Daniel,Relative,(430) 107-1396,2025-02-10,"Halifax, NS"
Katrina,Sims,2001-08-18,23,Female,Silver,"4623 Felicia Mall Boulevard, Surrey, British Columbia, X2Y8K4, Canada",Surrey,BC,Canada,Susan,Moore,Other,(182) 307-6810,2025-02-10,"Halifax, NS"
Justin,Sims,1997-08-19,27,Male,Silver,"4623 Felicia Mall Boulevard, Surrey, British Columbia, X2Y8K4, Canada",Surrey,BC,Canada,Susan,Moore,Other,(182) 307-6810,2025-02-10,"Halifax, NS"
Jennifer,Mcclain,1951-06-08,73,Female,Silver,"7244 Kari Lodge Road, Victoria, British Columbia, R7J7B7, Canada",Victoria,BC,Canada,Michelle,Lambert,Relative,(179) 217-1747,2025-02-10,"Halifax, NS"
Paul,Mcclain,1950-06-08,74,Male,Silver,"7244 Kari Lodge Road, Victoria, British Columbia, R7J7B7, Canada",Victoria,BC,Canada,Michelle,Lambert,Relative,(179) 217-1747,2025-02-10,"Halifax, NS"
Clifford,Bates,1991-01-11,34,Male,Gold,"7930 Kristen Mission Boulevard, Hamilton, Ontario, B7Y 1B1, Canada",Hamilton,ON,Canada,Robert,Dalton,Relative,(278) 687-6532,2025-02-10,"Halifax, NS"
Christine,Bates,1992-04-15,32,Female,Gold,"7930 Kristen Mission Boulevard, Hamilton, Ontario, B7Y 1B1, Canada",Hamilton,ON,Canada,Robert,Dalton,Relative,(278) 687-6532,2025-02-10,"Halifax, NS"
Joseph,Green,1994-03-15,30,Male,Silver,"596 Randy Courts Crescent, Laval, Quebec, L3T 1X2, Canada",Laval,QC,Canada,Brian,Thompson,Other,(275) 243-7280,2025-02-10,"Halifax, NS"
Colin,Green,1993-02-10,32,Male,Silver,"596 Randy Courts Crescent, Laval, Quebec, L3T 1X2, Canada",Laval,QC,Canada,Brian,Thompson,Other,(275) 243-7280,2025-02-10,"Halifax, NS"
Richard,Peck,1966-03-11,58,Male,Gold,"6824 Kathryn Forges Street, Red Deer, Alberta, K2B8P3, Canada",Red Deer,AB,Canada,Charles,Berg,Relative,(476) 580-1856,2025-02-10,"Halifax, NS"
Kimberly,Peck,1965-03-12,59,Female,Gold,"6824 Kathryn Forges Street, Red Deer, Alberta, K2B8P3, Canada",Red Deer,AB,Canada,Charles,Berg,Relative,(476) 580-1856,2025-02-10,"Halifax, NS"
Jeffrey,Peck,2014-06-30,10,Male,Gold,"6824 Kathryn Forges Street, Red Deer, Alberta, K2B8P3, Canada",Red Deer,AB,Canada,Charles,Berg,Relative,(476) 580-1856,2025-02-10,"Halifax, NS"
James,Kim,1973-06-07,51,Male,Silver,"1279 Sandy Mission Avenue, Toronto, Ontario, X2E2R3, Canada",Toronto,ON,Canada,Robert,Contreras,Relative,(310) 270-7903,2025-02-10,"Halifax, NS"
Barbara,Kim,1972-06-07,52,Female,Silver,"1279 Sandy Mission Avenue, Toronto, Ontario, X2E2R3, Canada",Toronto,ON,Canada,Robert,Contreras,Relative,(310) 270-7903,2025-02-10,"Halifax, NS"
Janet,Hoover,1970-10-03,54,Female,Platinum,"6174 Jose Track Road, Hamilton, Ontario, T4P8Y6, Canada",Hamilton,ON,Canada,Russell,Mcguire,Relative,(142) 625-8273,2025-02-10,"Halifax, NS"
Amanda,Hoover,1968-02-03,57,Female,Platinum,"6174 Jose Track Road, Hamilton, Ontario, T4P8Y6, Canada",Hamilton,ON,Canada,Russell,Mcguire,Relative,(142) 625-8273,2025-02-10,"Halifax, NS"
Daniel,Miller,1934-04-20,90,Male,Silver,"3064 Wise Forks Drive, St. John's, Newfoundland and Labrador, E5C2Y4, Canada",St. John's,NL,Canada,Jonathan,Clements,Other,(833) 181-9588,2025-02-10,"Halifax, NS"
Marilyn,Hopkins,1971-10-10,53,Female,Gold,"1863 Karen Lights Drive, Ottawa, Ontario, P4C 3J4, Canada",Ottawa,ON,Canada,Richard,Washington,Relative,(137) 995-6353,2025-02-10,"Halifax, NS"
Victoria,Hopkins,1965-10-11,59,Female,Gold,"1863 Karen Lights Drive, Ottawa, Ontario, P4C 3J4, Canada",Ottawa,ON,Canada,Richard,Washington,Relative,(137) 995-6353,2025-02-10,"Halifax, NS"
Tyler,Washington,1972-11-02,52,Male,Silver,"1750 Spencer Skyway Lane, Vancouver, British Columbia, M6Y 7Y4, Canada",Vancouver,BC,Canada,Philip,Robinson,Relative,(983) 168-7397,2025-02-10,"Halifax, NS"
David,Banks,1981-12-26,43,Male,Silver,"8292 Bell Manors Boulevard, Fredericton, New Brunswick, S5C 9S4, Canada",Fredericton,NB,Canada,Jacob,Nunez,Relative,(116) 241-1241,2025-02-10,"Halifax, NS"
Lisa,Banks,1979-12-27,45,Female,Silver,"8292 Bell Manors Boulevard, Fredericton, New Brunswick, S5C 9S4, Canada",Fredericton,NB,Canada,Jacob,Nunez,Relative,(116) 241-1241,2025-02-10,"Halifax, NS"
Sonia,Mitchell,1982-08-07,42,Female,Gold,"5663 Catherine Greens Court, London, Ontario, V5A 3C5, Canada",London,ON,Canada,Evan,Cooper,Other,(841) 067-2752,2025-02-10,"Halifax, NS"
Christopher,Sanders,1978-09-07,46,Male,Silver,"150 Ronald Roads Crescent, Vancouver, British Columbia, M2M4N1, Canada",Vancouver,BC,Canada,Toni,Avila,Relative,(064) 628-7923,2025-02-10,"Halifax, NS"
Brittany,Sanders,1980-02-06,45,Female,Silver,"150 Ronald Roads Crescent, Vancouver, British Columbia, M2M4N1, Canada",Vancouver,BC,Canada,Toni,Avila,Relative,(064) 628-7923,2025-02-10,"Halifax, NS"
Kayla,Snyder,1964-01-25,61,Female,Silver,"7075 Tyler Grove Drive, Toronto, Ontario, E6A6A8, Canada",Toronto,ON,Canada,Lauren,Cunningham,Other,(890) 429-0257,2025-02-10,"Halifax, NS"
Megan,Snyder,1962-07-22,62,Female,Silver,"7075 Tyler Grove Drive, Toronto, Ontario, E6A6A8, Canada",Toronto,ON,Canada,Lauren,Cunningham,Other,(890) 429-0257,2025-02-10,"Halifax, NS"
Craig,Williams,1962-09-19,62,Male,Silver,"1747 Ashley Street Lane, Edmonton, Alberta, S7N 9B1, Canada",Edmonton,AB,Canada,Alexandria,Holmes,Other,(213) 283-3898,2025-02-10,"Halifax, NS"
Jessica,Williams,1968-09-17,56,Female,Silver,"1747 Ashley Street Lane, Edmonton, Alberta, S7N 9B1, Canada",Edmonton,AB,Canada,Alexandria,Holmes,Other,(213) 283-3898,2025-02-10,"Halifax, NS"
Aaron,York,1968-10-18,56,Male,Silver,"4198 Gibson Forge Drive, Sherbrooke, Quebec, B7H3B7, Canada",Sherbrooke,QC,Canada,Nathan,Miller,Relative,(947) 386-4631,2025-02-10,"Halifax, NS"
Kim,York,1974-10-21,50,Female,Silver,"4198 Gibson Forge Drive, Sherbrooke, Quebec, B7H3B7, Canada",Sherbrooke,QC,Canada,Nathan,Miller,Relative,(947) 386-4631,2025-02-10,"Halifax, NS"
Donald,White,1954-11-26,70,Male,Silver,"3718 Green Falls Road, Victoria, British Columbia, G9B4B4, Canada",Victoria,BC,Canada,Curtis,Gonzalez,Relative,(499) 465-7967,2025-02-10,"Halifax, NS"
Jillian,Tate,1990-11-05,34,Female,Silver,"5596 King Pine Terrace, Sherbrooke, Quebec, E3E 2H9, Canada",Sherbrooke,QC,Canada,John,CarterMD,Relative,(006) 167-5677,2025-02-10,"Halifax, NS"
Lloyd,Tate,1988-03-11,36,Male,Silver,"5596 King Pine Terrace, Sherbrooke, Quebec, E3E 2H9, Canada",Sherbrooke,QC,Canada,John,CarterMD,Relative,(006) 167-5677,2025-02-10,"Halifax, NS"
Brianna,Dyer,1976-05-29,48,Female,Silver,"2126 Amanda Wells Drive, Sydney, Nova Scotia, G9B5C5, Canada",Sydney,NS,Canada,Kevin,Anderson,Relative,(561) 655-6503,2025-02-10,"Halifax, NS"
Joseph,Dyer,1981-05-28,43,Male,Silver,"2126 Amanda Wells Drive, Sydney, Nova Scotia, G9B5C5, Canada",Sydney,NS,Canada,Kevin,Anderson,Relative,(561) 655-6503,2025-02-10,"Halifax, NS"
Travis,Lozano,1945-02-04,80,Male,Silver,"505 George Plaza Road, Toronto, Ontario, B5M 7L9, Canada",Toronto,ON,Canada,John,Vazquez,Other,(578) 529-4563,2025-02-10,"Halifax, NS"
Evelyn,Pittman,1978-05-18,46,Female,Platinum,"9184 Gill Lakes Street, Montreal, Quebec, H1X 8N3, Canada",Montreal,QC,Canada,Joshua,Gonzalez,Relative,(820) 829-7374,2025-02-10,"Halifax, NS"
Andrea,Reyes,1980-05-11,44,Female,Gold,"725 Beltran Mills Road, Edmonton, Alberta, K2S 8E9, Canada",Edmonton,AB,Canada,Judith,Smith,Relative,(563) 669-4118,2025-02-10,"Halifax, NS"
David,Reyes,1974-05-13,50,Male,Gold,"725 Beltran Mills Road, Edmonton, Alberta, K2S 8E9, Canada",Edmonton,AB,Canada,Judith,Smith,Relative,(563) 669-4118,2025-02-10,"Halifax, NS"
Jessica,Mckinney,1989-02-05,36,Female,Silver,"6350 Roger Plaza Road, Moose Jaw, Saskatchewan, J6A9K1, Canada",Moose Jaw,SK,Canada,Brenda,Wilson,Relative,(274) 564-4948,2025-02-10,"Halifax, NS"
Taylor,Mckinney,1985-02-06,40,Male,Silver,"6350 Roger Plaza Road, Moose Jaw, Saskatchewan, J6A9K1, Canada",Moose Jaw,SK,Canada,Brenda,Wilson,Relative,(274) 564-4948,2025-02-10,"Halifax, NS"
Ashley,Gallagher,1976-01-03,49,Female,Gold,"2607 Mitchell Corner Boulevard, Calgary, Alberta, P5S4T4, Canada",Calgary,AB,Canada,Dalton,Mitchell,Relative,(849) 939-0892,2025-02-10,"Halifax, NS"
Michael,Gallagher,1971-01-01,54,Male,Gold,"2607 Mitchell Corner Boulevard, Calgary, Alberta, P5S4T4, Canada",Calgary,AB,Canada,Dalton,Mitchell,Relative,(849) 939-0892,2025-02-10,"Halifax, NS"
Joseph,Mitchell,1982-08-12,42,Male,Silver,"8366 Taylor Parks Road, Ottawa, Ontario, C3P 9T2, Canada",Ottawa,ON,Canada,Rita,Austin,Relative,(732) 788-1476,2025-02-10,"Halifax, NS"
Karen,Mitchell,1984-05-11,40,Female,Silver,"8366 Taylor Parks Road, Ottawa, Ontario, C3P 9T2, Canada",Ottawa,ON,Canada,Rita,Austin,Relative,(732) 788-1476,2025-02-10,"Halifax, NS"
Linda,Smith,1971-06-18,53,Female,Silver,"372 Rogers Shoal Crescent, Regina, Saskatchewan, G2T4G6, Canada",Regina,SK,Canada,Marie,Graham,Other,(727) 601-2277,2025-02-10,"Halifax, NS"
Charles,Smith,1965-06-19,59,Male,Silver,"372 Rogers Shoal Crescent, Regina, Saskatchewan, G2T4G6, Canada",Regina,SK,Canada,Marie,Graham,Other,(727) 601-2277,2025-02-10,"Halifax, NS"
Carrie,Blankenship,1941-05-04,83,Female,Gold,"9114 Bonnie Hill Avenue, Nanaimo, British Columbia, T6G 3B9, Canada",Nanaimo,BC,Canada,Jorge,Collins,Other,(434) 681-0548,2025-02-10,"Halifax, NS"
Bobby,Aguilar,1993-01-19,32,Male,Silver,"2985 Vargas Garden Boulevard, Lethbridge, Alberta, K2G7E4, Canada",Lethbridge,AB,Canada,Whitney,Barker,Relative,(277) 288-1377,2025-02-10,"Halifax, NS"
Megan,Aguilar,1992-09-06,32,Female,Silver,"2985 Vargas Garden Boulevard, Lethbridge, Alberta, K2G7E4, Canada",Lethbridge,AB,Canada,Whitney,Barker,Relative,(277) 288-1377,2025-02-10,"Halifax, NS"
Christine,Dorsey,1978-08-08,46,Female,Gold,"7282 Rodriguez Ports Crescent, Montreal, Quebec, B5T 1B2, Canada",Montreal,QC,Canada,Gregory,Harrell,Relative,(567) 922-8777,2025-02-10,"Halifax, NS"
Douglas,Dorsey,1972-09-08,52,Male,Gold,"7282 Rodriguez Ports Crescent, Montreal, Quebec, B5T 1B2, Canada",Montreal,QC,Canada,Gregory,Harrell,Relative,(567) 922-8777,2025-02-10,"Halifax, NS"
Carl,Gallegos,1983-03-23,41,Male,Silver,"6283 Lee Square Road, Red Deer, Alberta, S9T 9Y9, Canada",Red Deer,AB,Canada,Brandon,Parker,Relative,(004) 615-2654,2025-02-10,"Halifax, NS"
Anne,Gallegos,1988-06-14,36,Female,Silver,"6283 Lee Square Road, Red Deer, Alberta, S9T 9Y9, Canada",Red Deer,AB,Canada,Brandon,Parker,Relative,(004) 615-2654,2025-02-10,"Halifax, NS"
Jennifer,Goodwin,1999-11-23,25,Female,Silver,"2673 Petersen Underpass Road, Saskatoon, Saskatchewan, T2P 9X7, Canada",Saskatoon,SK,Canada,Jill,Goodwin,Relative,(386) 870-0794,2025-02-10,"Halifax, NS"
Mandy,Goodwin,2000-11-22,24,Female,Silver,"2673 Petersen Underpass Road, Saskatoon, Saskatchewan, T2P 9X7, Canada",Saskatoon,SK,Canada,Jill,Goodwin,Relative,(386) 870-0794,2025-02-10,"Halifax, NS"
Ronnie,Lewis,1984-09-25,40,Male,Silver,"104 Dyer Walk Court, Kelowna, British Columbia, Y4A 5A3, Canada",Kelowna,BC,Canada,William,Peterson,Relative,(209) 700-2687,2025-02-10,"Halifax, NS"
Cassandra,Lewis,1984-03-30,40,Female,Silver,"104 Dyer Walk Court, Kelowna, British Columbia, Y4A 5A3, Canada",Kelowna,BC,Canada,William,Peterson,Relative,(209) 700-2687,2025-02-10,"Halifax, NS"
Lauren,Curtis,1966-06-14,58,Female,Silver,"5027 Smith Trail Drive, Hamilton, Ontario, S2C3T7, Canada",Hamilton,ON,Canada,Louis,Turner,Relative,(504) 793-0361,2025-02-10,"Halifax, NS"
Derrick,Curtis,1962-08-25,62,Male,Silver,"5027 Smith Trail Drive, Hamilton, Ontario, S2C3T7, Canada",Hamilton,ON,Canada,Louis,Turner,Relative,(504) 793-0361,2025-02-10,"Halifax, NS"
Daniel,Rosario,1943-09-11,81,Male,Gold,"4731 Fry Ranch Road, Hamilton, Ontario, X2L9K6, Canada",Hamilton,ON,Canada,Tyler,Wall,Relative,(717) 911-0065,2025-02-10,"Halifax, NS"
Kristin,Wallace,1976-10-01,48,Female,Silver,"9854 Mark Fort Court, Hamilton, Ontario, M6A2H1, Canada",Hamilton,ON,Canada,Brianna,Young,Other,(065) 333-1537,2025-02-10,"Halifax, NS"
Colin,Wallace,1977-10-17,47,Male,Silver,"9854 Mark Fort Court, Hamilton, Ontario, M6A2H1, Canada",Hamilton,ON,Canada,Brianna,Young,Other,(065) 333-1537,2025-02-10,"Halifax, NS"
Tammy,Christian,1984-01-10,41,Female,Silver,"2088 Clark Vista Crescent, Surrey, British Columbia, T1M3N5, Canada",Surrey,BC,Canada,James,Mckenzie,Relative,(501) 508-1247,2025-02-10,"Halifax, NS"
James,Christian,1981-11-11,43,Male,Silver,"2088 Clark Vista Crescent, Surrey, British Columbia, T1M3N5, Canada",Surrey,BC,Canada,James,Mckenzie,Relative,(501) 508-1247,2025-02-10,"Halifax, NS"
Andrew,Murphy,1950-09-26,74,Male,Silver,"8820 Duke Plaza Boulevard, Surrey, British Columbia, P1P 3G9, Canada",Surrey,BC,Canada,Kara,Perkins,Other,(373) 634-6692,2025-02-10,"Halifax, NS"
Julie,Murphy,1954-07-17,70,Female,Silver,"8820 Duke Plaza Boulevard, Surrey, British Columbia, P1P 3G9, Canada",Surrey,BC,Canada,Kara,Perkins,Other,(373) 634-6692,2025-02-10,"Halifax, NS"
